날짜,모델,종목명,티커,예측 수익률,현재가,매수(매도),잔여 현금,총 자산,Return_1D,실제 수익률,예측 방향 일치,예측 정확도(%)
2025-08-28,GB_20D,CRM,,-225.27553736402197,252.393798828125,SELL (7주),4865.7168623275775,21018.91998732758,,,False,0.0
2025-08-28,GB_20D,ADBE,ADBE,142.22994961592124,353.9599914550781,BUY (5주),3094.1471050949117,27517.386515495302,0.007741046497061144,77.41046497061144,True,16.27
2025-08-28,GB_20D,SMCI,SMCI,129.8039366533098,43.970001220703125,BUY (45주),1113.5184001083396,6126.098539268496,-0.055264958783572286,-552.6495878357229,False,0.0
2025-08-29,GB_20D,CRM,,-249.761874036702,254.099365234375,SELL (1주),1367.3636659774802,30080.591937461853,,,False,0.0
2025-09-10,GB_20D,SMCI,,-402.70781299295857,43.90999984741211,SELL (45주),3341.337709117892,6327.217698741915,,,False,0.0
2025-09-10,GB_20D,AAPL,AAPL,918.0569407644781,226.1501922607422,BUY (8주),1530.3269694938685,18717.741581310274,0.014286438163093005,142.86438163093004,True,0.0
2025-09-11,GB_20D,SMCI,,-640.0444638715127,43.95000076293945,SELL (42주),3374.3811015052825,4868.681127445224,,,False,0.0
2025-09-11,GB_20D,AMD,AMD,1096.4089074580643,155.6699981689453,BUY (12주),1504.4730834999116,8665.292999271396,0.018629210441218864,186.29210441218865,True,0.0
2025-10-27,GB_1D,BRK-B,,-294.10918608000503,488.07000732421875,SELL (3주),1628.4176305732742,25543.84798945999,,,False,0.0
2025-12-19,GB_1D,CRM,,-259.1296377424094,258.59417724609375,SELL (7주),3436.766712055208,14297.722156391144,,,False,0.0
2025-12-19,GB_1D,NOW,NOW,608.6806904494097,155.30999755859375,BUY (12주),1571.1830213813798,9957.922889545442,0.008821036241859719,88.21036241859719,True,0.0
2026-04-08,GB_20D,AMD,,-314.02490661753234,231.82000732421875,SELL (8주),3357.178582035068,12166.33886035538,,,False,0.0
2026-04-08,GB_20D,SMCI,SMCI,2651.6056132607923,23.3700008392334,BUY (85주),1368.7420606288943,4243.252163854602,-0.006418550299197453,-64.18550299197453,False,0.0
2026-04-09,GB_1D,AMZN,,-341.94137625175927,233.64999389648438,SELL (1주),1804.5993652839677,14188.04904179764,,,False,0.0
2026-04-09,GB_20D,AMD,,-344.40909494799206,236.63999938964844,SELL (4주),2314.3554981899297,30474.515425558093,,,False,0.0
2026-04-09,GB_20D,SMCI,SMCI,2613.3842273397,23.219999313354492,BUY (86주),315.438637300495,5075.538496538165,0.08785533918401454,878.5533918401454,True,0.0
2026-04-14,GB_1D,NFLX,,-276.8306155043984,106.27999877929688,SELL (17주),3609.5525845527663,7435.632540607454,,,False,0.0
2026-04-14,GB_1D,NOW,NOW,500.534359849177,87.79000091552734,BUY (22주),1676.2411843910234,6768.061237491609,0.07290125822002291,729.0125822002291,True,68.66
2026-04-15,GB_20D,AAPL,,-260.0400429916969,266.18475341796875,SELL (7주),2176.86861795235,54881.44979471016,,,False,0.0
2026-04-15,GB_20D,CRM,CRM,697.7558386556515,177.14280700683594,BUY (11주),226.34917000008,37249.19583442879,0.020382831558782833,203.82831558782834,True,0.0
2026-04-17,GB_20D,AAPL,,-238.85674322174307,269.98126220703125,SELL (1주),496.06045094490423,56652.162990007404,,,False,0.0
2026-04-17,GB_20D,SMCI,,-235.3538459861906,28.559999465942383,SELL (70주),2493.2612135982554,6434.541139898304,,,False,0.0
2026-04-17,GB_20D,BRK-B,BRK-B,783.5728744415483,474.5799865722656,BUY (4주),593.042947362904,67983.40104062462,-0.005267815901923454,-52.678159019234535,False,0.0
2026-04-20,GB_20D,NOW,,-230.54493341653438,99.72000122070312,SELL (20주),2585.448571752552,14751.288720678334,,,False,0.0
2026-04-20,GB_20D,SMCI,,-290.4681495658534,28.809999465942383,SELL (69주),4571.350644939426,6098.280616634373,,,False,0.0
2026-04-20,GB_20D,BRK-B,BRK-B,809.4572385926901,472.0799865722656,BUY (4주),2681.142378704075,29589.701613323217,-0.007583432202368112,-75.83432202368112,False,0.0
2026-04-20,GB_20D,NFLX,NFLX,443.16348607181845,94.83000183105469,BUY (21주),687.7209102134746,8084.46105303574,-0.0237266683175701,-237.26668317570102,False,0.0
2026-04-21,GB_20D,SMCI,,-474.92872633055185,28.43000030517578,SELL (32주),1596.571159969334,2904.35117400742,,,False,0.0
2026-04-21,GB_20D,CRM,,-250.06681838502055,186.62831115722656,SELL (10주),3460.987988430027,10179.607190090184,,,False,0.0
2026-04-21,GB_20D,BRK-B,BRK-B,774.7966477518303,468.5,BUY (4주),1585.1139884300273,20325.11398843003,-0.006616875354355656,-66.16875354355656,False,0.0
2026-04-22,GB_20D,NOW,,-626.9340778143722,103.06999969482422,SELL (1주),1688.0809181251568,5707.810906223302,,,False,0.0
2026-04-22,GB_20D,CRM,,-278.6093387125672,189.3114013671875,SELL (1주),1877.2030080909772,9071.036260044102,,,False,0.0
2026-05-06,GB_1D,NOW,,-717.1841361864529,89.05000305175781,SELL (22주),3633.3821514625565,6839.182261325837,,,False,0.0
2026-05-06,GB_1D,SMCI,SMCI,1511.3541853765216,34.65999984741211,BUY (57주),1655.786540168764,4879.16652597809,-0.030005796887070543,-300.05796887070545,False,0.0
2026-05-07,GB_1D,NOW,,-226.704254458748,93.58999633789062,SELL (21주),3619.2110733413715,10357.690809669497,,,False,0.0
2026-05-07,GB_1D,SMCI,,-569.694946403321,33.619998931884766,SELL (57주),5533.634672519685,6037.934656497957,,,False,0.0
2026-05-07,GB_1D,NFLX,NFLX,592.9597380381357,88.25,BUY (22주),3590.1931725196855,6855.4431725196855,-0.008611922223574717,-86.11922223574717,False,0.0
2026-05-07,GB_1D,MSCI,MSCI,463.6281800638687,586.2527465820312,BUY (3주),1829.6761745338458,25279.786037815094,-0.0050138649362088,-50.138649362088,False,0.0
2026-05-13,GB_1D,MSCI,,-505.7342624924159,568.8555908203125,SELL (3주),3534.5363802223224,24582.193240573884,,,False,0.0
2026-05-13,GB_1D,NFLX,NFLX,489.8074411733326,87.55999755859375,BUY (22주),1606.290113986971,6772.329969944002,-0.00708080327175214,-70.8080327175214,False,0.0
2026-05-15,GB_1D,NOW,,-226.65892152009545,95.06999969482422,SELL (2주),1796.2399733772297,7215.22995598221,,,False,0.0
2026-05-21,GB_1D,ADBE,,-203.4965723867724,244.10000610351562,SELL (5주),3015.5195038642905,15708.719821247103,,,False,0.0
2026-05-21,GB_1D,AMD,AMD,491.5859387963435,449.5899963378906,BUY (4주),1215.3611585273766,26392.40095344925,0.039858567970152387,398.5856797015239,True,76.67
2026-05-26,GB_1D,AMD,,-483.0133246454604,503.8900146484375,SELL (3주),2725.519532428744,29431.690308795933,,,False,0.0
2026-05-26,GB_1D,AMZN,AMZN,343.4686214639321,265.2900085449219,BUY (7주),866.6324425544765,16784.03295524979,0.02472764652756584,247.2764652756584,True,61.1
2026-05-27,GB_1D,AMD,,-336.39226216586263,495.5400085449219,SELL (1주),1361.6769110908535,30598.537415241244,,,False,0.0
2026-06-01,GB_20D,ADBE,,-223.2971870510484,274.0299987792969,SELL (5주),3245.982851993565,12288.972811710362,,,False,0.0
2026-06-01,GB_20D,JPM,JPM,810.8891940222443,295.2499084472656,BUY (6주),1472.7119018592878,12987.458331302647,0.014768341793673407,147.68341793673406,True,0.0
2026-06-12,GB_20D,BRK-B,,-231.62254353125908,489.25,SELL (4주),3427.7549018592877,20551.504901859287,,,False,0.0
2026-06-12,GB_20D,JPM,,-247.46519784080579,319.28167724609375,SELL (6주),5341.5292752723735,14600.697915409091,,,False,0.0
2026-06-12,GB_20D,ADBE,ADBE,2031.4709532169686,204.02000427246094,BUY (9주),3503.5130567817732,11256.273219135288,0.011469445588118158,114.69445588118158,True,0.0
2026-06-12,GB_20D,AMZN,AMZN,1461.7077788422387,238.5500030517578,BUY (8주),1593.204632343297,12566.504772724156,0.03131419461387461,313.14194613874605,True,0.0
2026-06-15,GB_20D,BRK-B,,-383.4101744618035,495.5199890136719,SELL (4주),3573.3025084419296,24385.142047016147,,,False,0.0
2026-06-15,GB_20D,ADBE,ADBE,2292.7298159896372,206.36000061035156,BUY (9주),1714.2052629432726,12238.565294071203,0.0046520968745288474,46.52096874528848,True,0.0
2026-06-16,GB_1D,JPM,,-246.82800808266154,329.6549377441406,SELL (6주),3337.628607929232,20809.340308368686,,,False,0.0
2026-06-16,GB_1D,AMD,AMD,1635.7283248772055,507.2900085449219,BUY (3주),1814.236712268832,30222.477190784455,0.010230778916215415,102.30778916215415,True,0.0
2026-06-16,GB_20D,BRK-B,,-387.9525933743727,494.95001220703125,SELL (4주),3692.0255117225697,26954.676085453037,,,False,0.0
2026-06-16,GB_20D,ADBE,ADBE,1873.725866030157,207.32000732421875,BUY (9주),1824.2795657386832,13434.199975894933,-0.053251052261718695,-532.510522617187,False,0.0
2026-06-18,GB_1D,JPM,,-276.25229903122204,323.761474609375,SELL (2주),2461.112138538363,19944.231767444613,,,False,0.0
2026-06-18,GB_1D,AMD,,-628.3192212632009,537.3699951171875,SELL (3주),4071.610013904574,31477.479764881136,,,False,0.0
2026-06-18,GB_1D,SMCI,SMCI,568.5373612933643,30.65999984741211,BUY (65주),2076.7171238327055,5633.27710613251,0.15655574888940177,1565.5574888940178,True,36.32
2026-06-18,GB_1D,CDNS,CDNS,555.8176227623147,387.3900146484375,BUY (5주),137.83010051727592,47012.021872978214,0.00425925768371126,42.5925768371126,True,0.0
2026-06-26,GB_1D,CDNS,,-219.34192762746122,377.2699890136719,SELL (5주),2022.293695640567,45785.612421226506,,,False,0.0
2026-06-26,GB_1D,NOW,NOW,553.9336158461542,98.33999633789062,BUY (20주),53.526968955996836,13427.766470909122,0.016575197717232936,165.75197717232936,True,0.0
2026-06-29,GB_1D,SMCI,,-379.8684038447963,28.149999618530273,SELL (65주),1881.44719418526,3880.0971671009092,,,False,0.0
2026-07-14,GB_1D,NOW,,-461.0639549541072,104.8499984741211,SELL (19주),3871.6050152225525,9323.80493587685,,,False,0.0
2026-07-14,GB_1D,CDNS,CDNS,305.29895953331413,376.79998779296875,BUY (5주),1985.721076318744,23463.320380517962,-0.014065785468870044,-140.65785468870044,False,0.0
2026-07-22,GB_1D,NOW,,-794.2688405302882,95.45999908447266,SELL (1주),2081.085615404132,7426.845564134601,,,False,0.0
2026-07-22,GB_1D,SMCI,SMCI,1472.3603707165191,30.559999465942383,BUY (65주),92.69925015259128,3790.4591855316194,0.19843135160558364,1984.3135160558365,True,74.2
